
V-13	animal proteins	animal proteins	amino acids	amino acids	tend to have more sulfur-containing	
V-13	colon cancer	colon cancer	meat	meat	risk are the levels of	
V-13	heart disease	heart disease	diabetes	diabetes	—only the heme iron, and same with	
V-13	blood	blood	c-reactive protein	c-reactive protein	: sed rate,	
V-13	plant-based	plant-based	obesity	obesity	diets seem to offer additional protection for	
V-13	diet	diet	blindness	blindness	can leave one with moderate	
V-13	puberty	puberty	women	women	to endometrial cancer in older	
V-13	health	health	diet	diet	problems had no problem sticking to a plant-based	
V-13	diabetes	diabetes	plant-based	plant-based	with a	
V-13	mortality	mortality	risk	risk	and a fourfold increase in the	
V-13	cancer	cancer	cancer	cancer	tops the list.the #1	
V-13	predimed	predimed	diet	diet	study found that a mediterranean	
V-13	lung cancer	lung cancer	risk	risk	from secondhand smoke may be well below the	
V-13	urine	urine	glycotoxins	glycotoxins	levels of	
V-13	animal foods	animal foods	plant-based	plant-based	and poor in	
V-13	egg	egg	gas	gas		
V-13	seafood	seafood	finland	finland	eaters in france, or in	
V-13	fruits	fruits	dairy	dairy	and vegetables and low-fat	
V-13	bmaa	bmaa	dairy	dairy	in the human diet.there are neurotoxins in the	
V-13	vision	vision	elderly	elderly	loss among the	
V-13	cholesterol	cholesterol	liver cancer	liver cancer	intake and hospitalization and death from cirrhosis and	
V-13	cancer	cancer	diet	diet	without chemo, surgery, or radiation; just a plant-based	
V-13	women	women	cancer	cancer	can cut their breast	
V-13	dash diet	dash diet	diet	diet	.the dash	
V-13	saturated fat	saturated fat	cholesterol	cholesterol	and	
V-13	plant-based	plant-based	hypertension	hypertension	diets seem to offer additional protection for obesity,	
V-13	cigarettes	cigarettes	water	water	are “just as pure as the	
V-13	anti-inflammatory	anti-inflammatory	peas	peas	plant foods—whole grains, vegetables, fruits, beans, split	
V-13	health	health	smoking	smoking	as	
V-13	blood	blood	growth hormone	growth hormone	levels of a cancer-promoting	
V-13	fiber	fiber	united states	united states	intake, we’re talking	
V-13	liver	liver	cancer	cancer		
V-13	stress	stress	inflammation	inflammation	and	
V-13	animal protein	animal protein	cancer	cancer	that is most responsible for the increased	
V-13	slovenia	slovenia	united states	united states	live a year longer than citizens of the	
V-13	children	children	pregnant women	pregnant women	and	
V-13	diet	diet	plant-based	plant-based	quality indexes to their logical conclusion, the most	
V-13	liver	liver	disease	disease		
V-13	plant foods	plant foods	whole grains	whole grains	—	
V-13	diabetes	diabetes	iron	iron	—only the heme	
V-13	risk	risk	processed meat	processed meat	for diabetes, and especially	
V-13	colon	colon	risk	risk	that increase cancer	
V-13	drugs	drugs	blood	blood	like zeranol, sold as ralgro magnum.you drip zeranol-containing	
V-13	health	health	fat	fat	consequences of high consumption of pro-inflammatory foods—meat, dairy,	
V-13	iron	iron	lead	lead	leading to free radical formation, which could	
V-13	diet	diet	plant-based	plant-based	.a	
V-13	hot dogs	hot dogs	sugar	sugar	to keep trim, and lots of	
V-13	disease	disease	heme iron	heme iron	—only the	
V-13	blood	blood	vision	vision	pressure, diabetes, and	
V-13	meat	meat	risk	risk	consumption associated with higher	
V-13	blood	blood	rye	rye	-based crispbread made out of	
V-13	plant-based diets	plant-based diets	hypertension	hypertension	seem to offer additional protection for obesity,	
V-13	vegetarian	vegetarian	plant-based diets	plant-based diets	diets were good, but strictly	
V-13	lead	lead	chronic inflammation	chronic inflammation	to	
V-13	vegetables	vegetables	meat	meat	and low-fat dairy, but just a reduction in	
V-13	brains	brains	pollutants	pollutants	of parkinson’s patients, and other	
V-13	heart disease	heart disease	mortality	mortality	and cancer	
V-13	cancer	cancer	risk	risk		
V-13	egg	egg	dairy	dairy	whites, and	
V-13	cheese	cheese	ham	ham	and	
V-13	plant-based diet	plant-based diet	american diabetes association	american diabetes association	beat out the conventional	
V-13	plant-based	plant-based	rheumatoid arthritis	rheumatoid arthritis	diet.next on the list is arthritis, such as	
V-13	mortality	mortality	risk	risk		
V-13	nitrosamines	nitrosamines	cigarettes	cigarettes	and nitrosamides as five	
V-13	egg	egg	dairy	dairy	whites,	
V-13	diet	diet	risk	risk	with nuts could cut stroke	
V-13	meat	meat	arthritis	arthritis	do seem to have higher rates of rheumatoid	
V-13	protein	protein	colon	colon	in the	
V-13	chicken	chicken	blood	blood		
V-13	physicians	physicians	tobacco	tobacco	committee for responsible medicine’s “meat is the new	
V-13	disease	disease	aging	aging	and more just a natural, inevitable consequence of	
V-13	igf-1	igf-1	low-carb diets	low-carb diets	may help explain why those eating	
V-13	young children	young children	pregnant	pregnant	and	
V-13	plant-based	plant-based	rheumatoid arthritis	rheumatoid arthritis	diets for	
V-13	galactose	galactose	prevention	prevention	in milk, recommendations to increase milk intake for	
V-13	diet	diet	protein	protein	and other healthy lifestyle changes.the link between animal	
V-13	dietary guidelines	dietary guidelines	breakfast	breakfast	committee meeting	
V-13	growth hormone	growth hormone	igf-1	igf-1	called	
V-13	anti-inflammatory	anti-inflammatory	arthritis	arthritis	diet, it could help; like with rheumatoid	
V-13	environment	environment	fruit	fruit	to support whole grains, vegetables,	
V-13	iron	iron	blood	blood	—about two-thirds more than chicken	
V-13	food industry	food industry	tobacco	tobacco	uses the same	
V-13	cdc	cdc	surgery	surgery	encourages people not to wait for open heart	
V-13	colon	colon	disease	disease		
V-13	nuts	nuts	stroke	stroke	could cut	
V-13	diet	diet	weight loss	weight loss	had benefits independent of all the	
V-13	diet	diet	risk	risk	(and drugs if necessary) can reduce the	
V-13	medicine	medicine	meat	meat	’s “	
V-13	meat	meat	dementia	dementia	may have triple the risk of getting	
V-13	fish	fish	eggs	eggs	and chicken, and then	
V-13	risk	risk	meat	meat	for diabetes, and especially processed	
V-13	lifespan	lifespan	heart disease	heart disease	and lowering	
V-13	hibiscus tea	hibiscus tea	blood	blood	with each meal significantly lowers	
V-13	risk	risk	dementia	dementia	of getting	
V-13	iron	iron	cancer	cancer	deficiency causes anemia; however, excessive iron may increase	
V-13	plant foods	plant foods	vegetables	vegetables	—whole grains,	
V-13	cancer	cancer	vagina	vagina	of the	
V-13	blood	blood	diet	diet	pressures go up.so, when the dash	
V-13	anti-inflammatory	anti-inflammatory	grains	grains	plant foods—whole	
V-13	estrogen	estrogen	pregnant	pregnant	marketed to	
V-13	protein	protein	igf-1	igf-1	and	
V-13	african	african	colon	colon	americans get more	
V-13	cancer	cancer	risk	risk	from secondhand smoke may be well below the	
V-13	dairy	dairy	acne	acne	products and human illnesses, such as teenagers’	
V-13	blood	blood	protein	protein	: sed rate, c-reactive	
V-13	risk	risk	cooking	cooking	by frequently	
V-13	diet	diet	cholesterol	cholesterol	usually result in only modest reductions in	
V-13	risk	risk	milk	milk	of fracture with higher	
V-13	dairy	dairy	milk	milk	supply too, which may explain the link between	
V-13	fish	fish	beef	beef	and chicken, and then eggs, less in	
V-13	disease	disease	plant-based diet	plant-based diet	can be reversed with a	
V-13	meat	meat	united states	united states	supply, the	
V-13	colon	colon	african	african	cancer is extremely rare in native	
V-13	brains	brains	disease	disease	of those dying from parkinson’s	
V-13	cancer	cancer	plant-based	plant-based	without chemo, surgery, or radiation; just a	
V-13	meat	meat	pork	pork	as well: beef, chicken, and	
V-13	raisins	raisins	blood	blood	can reduce	
V-13	risk	risk	alcohol	alcohol	not just by being normal weight and limiting	
V-13	doctors	doctors	physicians	physicians	smoked camels, but other	
V-13	phillip morris	phillip morris	prevention	prevention	— but, an ounce of	
V-13	lifespan	lifespan	disease	disease	and lowering heart	
V-13	neurotoxins	neurotoxins	dairy	dairy	in the	
V-13	diabetes	diabetes	treatment	treatment		
V-13	risk	risk	animal fat	animal fat	are the levels of meat and	
V-13	risk	risk	blood	blood	factor in the world is high	
V-13	diabetes	diabetes	insulin	insulin	for 20 years, then off all	
V-13	risk	risk	death	death	of stroke, heart attack, and	
V-13	blood	blood	cancer	cancer	and muscle, and may promote	
V-13	blood	blood	insulin	insulin	sugars on 32 units less	
V-13	plant foods	plant foods	hydrogen sulfide	hydrogen sulfide	), which can be turned into	
V-13	diet	diet	cancer	cancer	that may help prevent the other dreaded diseases—	
V-13	prostate cancer	prostate cancer	plant-based	plant-based	without chemo, surgery, or radiation; just a	
V-13	brains	brains	disease	disease	of floridians who died from sporadic alzheimer’s	
V-13	risk	risk	puberty	puberty	of early	
V-13	risk	risk	blood	blood	of high	
V-13	low-carb diets	low-carb diets	animal protein	animal protein	are high in animal fat as well as	
V-13	des	des	estrogen	estrogen	is another synthetic	
V-13	antibodies	antibodies	pork	pork	to foods like fish,	
V-13	meat industry	meat industry	feed additives	feed additives	uses hundreds of animal	
V-13	drugs	drugs	heart attack	heart attack	if necessary) can reduce the risk of fatal	
V-13	cdc	cdc	health	health	fighting back.food-wise, there was “meat…for	
V-13	plant-based	plant-based	weight loss	weight loss	diet had benefits independent of all the	
V-13	protein	protein	digestion	digestion	a day can escape	
V-13	prostate	prostate	radiation	radiation	cancer without chemo, surgery, or	
V-13	produce	produce	colon	colon	changes in the	
V-13	plant foods	plant foods	peas	peas	—whole grains, vegetables, fruits, beans, split	
V-13	exercise	exercise	vegetables	vegetables	or things like more fruits and	
V-13	meat	meat	carcinogens	carcinogens	because the	
V-13	anti-inflammatory	anti-inflammatory	beans	beans	plant foods—whole grains, vegetables, fruits,	
V-13	blood pressure	blood pressure	americans	americans	affects nearly 78 million	
V-13	vegetarian	vegetarian	plant-based	plant-based	diets were good, but strictly	
V-13	europe	europe	growth promoters	growth promoters	banned the use of anabolic	
V-13	china study	china study	health	health	is a prime example, showing the serious	
V-13	whole foods	whole foods	plant-based	plant-based		
V-13	colon cancer	colon cancer	animal fat	animal fat	risk are the levels of meat and	
V-13	united states	united states	nutrition	nutrition	are preventable and related to	
V-13	tea	tea	blood	blood	with each meal significantly lowers	
V-13	fiber	fiber	african	african	they were eating, however, the modern	
V-13	veal	veal	farm animals	farm animals	were suspected, given that estrogens may be fed to	
V-13	diabetes	diabetes	vision	vision	and	
V-13	diet	diet	meta-analysis	meta-analysis	acceptable.a recent	
V-13	diabetes	diabetes	disease	disease	in the first place, as well as alzheimer’s	
V-13	diet	diet	american diabetes association	american diabetes association	.a plant-based diet beat out the conventional	
V-13	tumors	tumors	igf-1	igf-1	are covered in	
V-13	diet	diet	plant-based diet	plant-based diet	.a	
V-13	african	african	cancer	cancer	americans get more colon	
V-13	prostate	prostate	plant-based	plant-based	cancer without chemo, surgery, or radiation; just a	
V-13	health	health	plant-based diet	plant-based diet	problems had no problem sticking to a	
V-13	death	death	cirrhosis	cirrhosis	from	
V-13	meat industry	meat industry	animal products	animal products	to downplay the risks of meat.consumption of	
V-13	milk	milk	dairy	dairy	and other	
V-13	plant-based	plant-based	arthritis	arthritis	diet.next on the list is	
V-13	plant proteins	plant proteins	fat	fat	like beans, and it wasn’t the	
V-13	pregnant	pregnant	cancer	cancer	women—until 1971 when it was shown to cause	
V-13	brains	brains	tetrahydroisoquinoline	tetrahydroisoquinoline	of parkinson’s patients, and other pollutants, like	
V-13	smoking	smoking	lung cancer	lung cancer	and	
V-13	fat	fat	animal protein	animal protein	as well as	
V-13	marketing	marketing	milk	milk	ploy; if you look at the science,	
V-13	surgery	surgery	stroke	stroke	or a	
V-13	plant foods	plant foods	chickpeas	chickpeas	—whole grains, vegetables, fruits, beans, split peas,	
V-13	diabetes	diabetes	diet	diet	than any other	
V-13	medicine	medicine	tobacco	tobacco	’s “meat is the new	
V-13	animal fat	animal fat	meats	meats	and	
V-13	cancer	cancer	hormones	hormones	killer, breast cancer.steroid	
V-13	diet	diet	stress	stress	contributes to low-grade systemic inflammation, oxidative	
V-13	fat	fat	meats	meats	and	
V-13	galactose	galactose	milk	milk	in	
V-13	nuts	nuts	beans	beans	and	
V-13	protein	protein	plants	plants	in	
V-13	cancer	cancer	smoking	smoking	and	
V-13	disease	disease	als	als	and	
V-13	meat	meat	animal products	animal products	industry to downplay the risks of meat.consumption of	
V-13	arthritis	arthritis	antibodies	antibodies	have striking elevations in	
V-13	blood	blood	vegetarian	vegetarian	pressure-lowering benefits of a	
V-13	blood	blood	igf-1	igf-1	levels of a cancer-promoting growth hormone called	
V-13	animal fat	animal fat	animal protein	animal protein	as well as	
V-13	vegetarians	vegetarians	omnivores	omnivores	and	
V-13	tobacco	tobacco	ama	ama	industry?we know why the	
V-13	cancer	cancer	smoking	smoking	and died.even the paleo folks were	
V-13	fat	fat	cholesterol	cholesterol	they have total	
V-13	protein	protein	risk	risk	that is most responsible for the increased cancer	
V-13	african americans	african americans	cancer	cancer	get more colon	
V-13	risk	risk	vegetarians	vegetarians	of getting dementia compared to long-time	
V-13	oceans	oceans	seafood	seafood	that ends up in	
V-13	disease	disease	als	als	that’s not on the list is	
V-13	heart disease	heart disease	plant-based	plant-based	can be reversed with a	
V-13	cigarettes	cigarettes	cancer	cancer	and lung	
V-13	american diabetes association	american diabetes association	diet	diet		
V-13	cooking	cooking	risk	risk	with oil, or tripling your	
V-13	als	als	bmaa	bmaa	patients compared to controls.so, is	
V-13	diet	diet	inflammation	inflammation	contributes to low-grade systemic	
V-13	risk	risk	cancer	cancer	of lung	
V-13	dementia	dementia	vegetarians	vegetarians	compared to long-time	
V-13	lung cancer	lung cancer	meat	meat	development, they asked lung cancer patients how much	
V-13	american heart association	american heart association	vegetarian	vegetarian	recommend a strict	
V-13	meat	meat	doctors	doctors	…for health defense,” or “nourishing bacon,” or “	
V-13	prostate cancer	prostate cancer	plant-based diet	plant-based diet	without chemo, surgery, or radiation; just a	
V-13	ama	ama	american medical association	american medical association	convention.what did the	
V-13	heart disease	heart disease	plant-based diet	plant-based diet	can be reversed with a	
V-13	heme iron	heme iron	blood	blood	—about two-thirds more than chicken	
V-13	diet	diet	ornish	ornish	that promoted strokes and heart attacks.that’s what dr.	
V-13	diet	diet	meat	meat	of both african-americans and caucasian-americans is rich in	
V-13	african	african	americans	americans		
V-13	dairy	dairy	teenagers	teenagers	products and human illnesses, such as	
V-13	risk	risk	heart attack	heart attack	of stroke,	
V-13	ornish	ornish	diet	diet	’s	
V-13	protein	protein	blood	blood	consumption causes an increase in	
V-13	anti-inflammatory	anti-inflammatory	diet	diet		
V-13	dairy	dairy	eggs	eggs	and	
V-13	health	health	plant-based	plant-based	problems had no problem sticking to a	
V-13	wine	wine	alcohol	alcohol	may help, but only if the	
V-13	animal protein	animal protein	low-carb diets	low-carb diets	and igf-1 may help explain why those eating	
V-13	surgeon general	surgeon general	medical community	medical community	’s report, the	
V-13	heart disease	heart disease	risk	risk	by eating non-vegetarian, or multiplying your	
V-13	anti-inflammatory	anti-inflammatory	whole grains	whole grains	plant foods—	
V-13	low-carb diets	low-carb diets	fat	fat	are high in animal	
V-13	environment	environment	whole grains	whole grains	to support	
V-13	americans	americans	colon	colon	get more	
V-13	hydrogen sulfide	hydrogen sulfide	egg	egg	is the rotten	
V-13	women	women	breast cancer	breast cancer	can cut their	
V-13	igf-1	igf-1	risk	risk	levels, which increases cancer	
V-13	estrogen	estrogen	pregnant women	pregnant women	marketed to	
V-13	cancer	cancer	fat	fat	risk are the levels of meat and animal	
V-13	meat	meat	beef	beef	as well:	
V-13	whole foods	whole foods	plant-based diet	plant-based diet		
V-13	liver	liver	chronic disease	chronic disease	disease, our next global	
V-13	beans	beans	diabetes	diabetes	was more effective in controlling	
V-13	children	children	pregnant	pregnant	and	
V-13	carcinogens	carcinogens	nitrosamines	nitrosamines	washed out of your system.so, toxic	
V-13	protein	protein	mortality	mortality	intake had a 75% increase in overall	
V-13	growth promoters	growth promoters	agriculture	agriculture	in	
V-13	plant-based	plant-based	meat	meat	day-to-day, with	
V-13	smoking	smoking	cancer	cancer	and drinking—on overall	
V-13	milk	milk	death	death	-drinking men also had a higher rate of	
V-13	heme iron	heme iron	blood	blood	is the form of iron found in	
V-13	smoking	smoking	americans	americans	now kills only about a half a million	
V-13	americans	americans	cholesterol	cholesterol	kept their total	
V-13	meat	meat	lung cancer	lung cancer	-related	
V-13	disease	disease	risk	risk	by eating non-vegetarian, or multiplying your	
V-13	prostate cancer	prostate cancer	surgery	surgery	without chemo,	
V-13	cancer	cancer	meat	meat	risk are the levels of	
V-13	cholesterol	cholesterol	diet	diet	levels with	
V-13	nutrition	nutrition	exercise	exercise	and	
V-13	raw	raw	vegetables	vegetables		
V-13	antibodies	antibodies	fish	fish	to foods like	
V-13	insulin	insulin	diet	diet	on the control	
V-13	blood	blood	cookies	cookies	pressure, but only, apparently, compared to fudge	
